StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
76043.140625,15.625,7,7.8125,0,15.625,7.8125,0,0
76044.1484375,31.25,7,15.625,0,23.4375,7.8125,0,0
76045.171875,31.25,7,15.625,0,23.4375,7.8125,0,0
76046.2109375,31.25,7,15.625,0,31.25,15.625,0,0
76047.2265625,39.0625,7,15.625,0,23.4375,7.8125,0,0
76048.28125,31.25,7,23.4375,0,31.25,7.8125,0,0
76049.328125,31.25,7,15.625,0,15.625,0,0,0
76050.3515625,15.625,7,7.8125,0,15.625,7.8125,0,0
76051.359375,31.25,7,7.8125,0,15.625,7.8125,0,0
76052.359375,23.4375,7,7.8125,0,15.625,7.8125,0,0
76053.390625,15.625,7,7.8125,0,15.625,7.8125,0,0
76054.4375,23.4375,7,7.8125,0,15.625,7.8125,0,0
76055.4296875,15.625,7,7.8125,0,15.625,7.8125,0,0
76056.4453125,39.0625,7,7.8125,0,15.625,7.8125,0,0
76057.484375,15.625,7,7.8125,0,15.625,7.8125,0,0
76058.4921875,23.4375,7,15.625,0,23.4375,7.8125,0,0
76059.03125,7.8125,3,0,0,0,0,0,0
