"ElapsedMs","WallClock","Handle","Class","Flags"
"46868","21:08:30.305","0x70085B","unknown:0x70085B","1"
"47860.1","21:08:31.297","0x10007","WAIT","1"
"47868.1","21:08:31.305","0x70085B","unknown:0x70085B","1"
"48876","21:08:32.313","0x10007","WAIT","1"
"48880.1","21:08:32.317","0x70085B","unknown:0x70085B","1"
"48896.1","21:08:32.333","0x10007","WAIT","1"
"48900","21:08:32.337","0x70085B","unknown:0x70085B","1"
"49888","21:08:33.325","0x10007","WAIT","1"
"49892.2","21:08:33.329","0x70085B","unknown:0x70085B","1"
"50908.1","21:08:34.345","0x10007","WAIT","1"
"50912.1","21:08:34.349","0x70085B","unknown:0x70085B","1"
"50932.1","21:08:34.369","0x10007","WAIT","1"
"50936.1","21:08:34.373","0x70085B","unknown:0x70085B","1"
"51920","21:08:35.357","0x10007","WAIT","1"
"51924","21:08:35.361","0x70085B","unknown:0x70085B","1"
"52948.1","21:08:36.385","0x10007","WAIT","1"
"52952.1","21:08:36.389","0x70085B","unknown:0x70085B","1"
"53972","21:08:37.409","0x10007","WAIT","1"
"53976.1","21:08:37.413","0x70085B","unknown:0x70085B","1"
"53992.1","21:08:37.429","0x10007","WAIT","1"
"53996","21:08:37.433","0x70085B","unknown:0x70085B","1"
"54972.1","21:08:38.409","0x10007","WAIT","1"
"54980.1","21:08:38.417","0x70085B","unknown:0x70085B","1"
"55004.1","21:08:38.441","0x10007","WAIT","1"
"55012.1","21:08:38.449","0x70085B","unknown:0x70085B","1"
"56004.1","21:08:39.441","0x10007","WAIT","1"
"56012","21:08:39.449","0x70085B","unknown:0x70085B","1"
"56032.3","21:08:39.469","0x10007","WAIT","1"
"56040.1","21:08:39.477","0x70085B","unknown:0x70085B","1"
"57036.1","21:08:40.473","0x10007","WAIT","1"
"57040.1","21:08:40.477","0x70085B","unknown:0x70085B","1"
"57060.1","21:08:40.497","0x10007","WAIT","1"
"57072.1","21:08:40.509","0x70085B","unknown:0x70085B","1"
"58616.1","21:08:42.053","0x10007","WAIT","1"
"58620.2","21:08:42.057","0x70085B","unknown:0x70085B","1"
"58644.1","21:08:42.081","0x10007","WAIT","1"
"58648","21:08:42.085","0x70085B","unknown:0x70085B","1"
"60604","21:08:44.041","0x10007","WAIT","1"
"60608","21:08:44.045","0x70085B","unknown:0x70085B","1"
"61608","21:08:45.045","0x10007","WAIT","1"
"61612","21:08:45.049","0x70085B","unknown:0x70085B","1"
"62616","21:08:46.053","0x10007","WAIT","1"
"62620","21:08:46.057","0x70085B","unknown:0x70085B","1"
"68636","21:08:52.073","0x10007","WAIT","1"
"68640","21:08:52.077","0x70085B","unknown:0x70085B","1"
"69640","21:08:53.077","0x10007","WAIT","1"
"69644.1","21:08:53.081","0x70085B","unknown:0x70085B","1"
"69652.2","21:08:53.089","0x10007","WAIT","1"
"69656.1","21:08:53.093","0x70085B","unknown:0x70085B","1"
"70668","21:08:54.105","0x10007","WAIT","1"
"70672","21:08:54.109","0x70085B","unknown:0x70085B","1"
"71664","21:08:55.101","0x10007","WAIT","1"
"71668","21:08:55.105","0x70085B","unknown:0x70085B","1"
"71680","21:08:55.117","0x10007","WAIT","1"
"71684","21:08:55.121","0x70085B","unknown:0x70085B","1"
"72684.1","21:08:56.121","0x10007","WAIT","1"
"72688","21:08:56.125","0x70085B","unknown:0x70085B","1"
"73712.1","21:08:57.149","0x10007","WAIT","1"
"73716.1","21:08:57.153","0x70085B","unknown:0x70085B","1"
"74740","21:08:58.177","0x10007","WAIT","1"
"74744.1","21:08:58.181","0x70085B","unknown:0x70085B","1"
"75772","21:08:59.209","0x10007","WAIT","1"
"75776.1","21:08:59.213","0x70085B","unknown:0x70085B","1"
"75796","21:08:59.233","0x10007","WAIT","1"
"75800.1","21:08:59.237","0x70085B","unknown:0x70085B","1"
"76800","21:09:00.237","0x10007","WAIT","1"
"76804.1","21:09:00.241","0x70085B","unknown:0x70085B","1"
"77820","21:09:01.257","0x10007","WAIT","1"
"77824","21:09:01.261","0x70085B","unknown:0x70085B","1"
"77840.1","21:09:01.277","0x10007","WAIT","1"
"77844","21:09:01.281","0x70085B","unknown:0x70085B","1"
"78856.1","21:09:02.293","0x10007","WAIT","1"
"78864","21:09:02.301","0x70085B","unknown:0x70085B","1"
"78892.1","21:09:02.329","0x10007","WAIT","1"
"78896.2","21:09:02.333","0x70085B","unknown:0x70085B","1"
"79888","21:09:03.325","0x10007","WAIT","1"
"79892.1","21:09:03.329","0x70085B","unknown:0x70085B","1"
"80896.1","21:09:04.333","0x10007","WAIT","1"
"80900.1","21:09:04.337","0x70085B","unknown:0x70085B","1"
"80924","21:09:04.361","0x10007","WAIT","1"
"80928","21:09:04.365","0x70085B","unknown:0x70085B","1"
"81920.2","21:09:05.357","0x10007","WAIT","1"
"81924.3","21:09:05.361","0x70085B","unknown:0x70085B","1"
"82960.1","21:09:06.397","0x10007","WAIT","1"
"82964.1","21:09:06.401","0x70085B","unknown:0x70085B","1"
"83940","21:09:07.377","0x10007","WAIT","1"
"83944.1","21:09:07.381","0x70085B","unknown:0x70085B","1"
"83964.2","21:09:07.401","0x10007","WAIT","1"
"83968.1","21:09:07.405","0x70085B","unknown:0x70085B","1"
"84992.2","21:09:08.429","0x10007","WAIT","1"
"85000","21:09:08.437","0x70085B","unknown:0x70085B","1"
"86004.1","21:09:09.441","0x10007","WAIT","1"
"86008","21:09:09.445","0x70085B","unknown:0x70085B","1"
"86024","21:09:09.461","0x10007","WAIT","1"
"86028","21:09:09.465","0x70085B","unknown:0x70085B","1"
"87028.1","21:09:10.465","0x10007","WAIT","1"
"87032","21:09:10.469","0x70085B","unknown:0x70085B","1"
"88564","21:09:12.001","0x10007","WAIT","1"
"88568","21:09:12.005","0x70085B","unknown:0x70085B","1"
"88588","21:09:12.025","0x10007","WAIT","1"
"88592","21:09:12.029","0x70085B","unknown:0x70085B","1"
