StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
76223.03125,7.8125,7,0,0,7.8125,7.8125,0,0
76224.0390625,15.625,7,7.8125,0,15.625,7.8125,0,0
76225.046875,7.8125,7,0,0,0,0,0,0
76226.0625,31.25,7,15.625,0,23.4375,7.8125,0,0
76227.0859375,15.625,6,0,0,7.8125,7.8125,0,0
76228.09375,23.4375,7,0,0,15.625,15.625,0,0
76229.109375,31.25,7,15.625,0,23.4375,7.8125,0,0
76230.1328125,23.4375,7,15.625,0,23.4375,7.8125,0,0
76231.15625,23.4375,7,0,0,7.8125,7.8125,0,0
76232.1484375,15.625,7,7.8125,0,7.8125,0,0,0
76233.1484375,15.625,7,7.8125,0,15.625,0,7.8125,0
76234.1640625,23.4375,7,7.8125,0,15.625,7.8125,0,0
76235.1953125,7.8125,7,0,0,7.8125,7.8125,0,0
76236.203125,31.25,7,23.4375,0,31.25,7.8125,0,0
76237.21875,7.8125,0,0,0,0,0,0,0
76238.1875,23.4375,7,7.8125,0,7.8125,0,0,0
76239.203125,23.4375,6,15.625,0,15.625,0,0,0
76240.2265625,23.4375,7,15.625,0,23.4375,7.8125,0,0
76241.234375,39.0625,7,7.8125,0,23.4375,15.625,0,0
76242.3046875,39.0625,7,15.625,0,23.4375,7.8125,0,0
76243.34375,31.25,7,15.625,0,23.4375,7.8125,0,0
76244.359375,15.625,7,7.8125,0,15.625,7.8125,0,0
76245.3671875,23.4375,7,7.8125,0,15.625,7.8125,0,0
76246.3828125,23.4375,7,7.8125,0,23.4375,15.625,0,0
76247.40625,23.4375,7,0,0,23.4375,23.4375,0,0
