"ElapsedMs","WallClock","Handle","Class","Flags"
"30084","21:09:47.388","0x70085B","unknown:0x70085B","1"
"31080","21:09:48.384","0x10007","WAIT","1"
"31084.1","21:09:48.388","0x70085B","unknown:0x70085B","1"
"32116","21:09:49.420","0x10007","WAIT","1"
"32120.1","21:09:49.424","0x70085B","unknown:0x70085B","1"
"32144","21:09:49.448","0x10007","WAIT","1"
"32148.1","21:09:49.452","0x70085B","unknown:0x70085B","1"
"33140.1","21:09:50.444","0x10007","WAIT","1"
"33148","21:09:50.452","0x70085B","unknown:0x70085B","1"
"33172","21:09:50.476","0x10007","WAIT","1"
"33176.1","21:09:50.480","0x70085B","unknown:0x70085B","1"
"33696","21:09:51.000","0x10007","WAIT","1"
"33700","21:09:51.004","0x70085B","unknown:0x70085B","1"
"35700","21:09:53.004","0x10007","WAIT","1"
"35704","21:09:53.008","0x70085B","unknown:0x70085B","1"
"36716","21:09:54.020","0x10007","WAIT","1"
"36720.1","21:09:54.024","0x70085B","unknown:0x70085B","1"
"37744","21:09:55.048","0x10007","WAIT","1"
"37748","21:09:55.052","0x70085B","unknown:0x70085B","1"
"38732","21:09:56.036","0x10007","WAIT","1"
"38736","21:09:56.040","0x70085B","unknown:0x70085B","1"
"40788.1","21:09:58.092","0x10007","WAIT","1"
"40796.1","21:09:58.100","0x70085B","unknown:0x70085B","1"
"41780","21:09:59.084","0x10007","WAIT","1"
"41788","21:09:59.092","0x70085B","unknown:0x70085B","1"
"43808.1","21:10:01.112","0x10007","WAIT","1"
"43812","21:10:01.116","0x70085B","unknown:0x70085B","1"
"43820","21:10:01.124","0x10007","WAIT","1"
"43824.1","21:10:01.128","0x70085B","unknown:0x70085B","1"
"44808","21:10:02.112","0x10007","WAIT","1"
"44812","21:10:02.116","0x70085B","unknown:0x70085B","1"
"44820","21:10:02.124","0x10007","WAIT","1"
"44824.1","21:10:02.128","0x70085B","unknown:0x70085B","1"
"45832","21:10:03.136","0x10007","WAIT","1"
"45836","21:10:03.140","0x70085B","unknown:0x70085B","1"
"46832","21:10:04.136","0x10007","WAIT","1"
"46836","21:10:04.140","0x70085B","unknown:0x70085B","1"
"47848.1","21:10:05.152","0x10007","WAIT","1"
"47852","21:10:05.156","0x70085B","unknown:0x70085B","1"
"47872","21:10:05.176","0x10007","WAIT","1"
"47876","21:10:05.180","0x70085B","unknown:0x70085B","1"
"48888","21:10:06.192","0x10007","WAIT","1"
"48892.1","21:10:06.196","0x70085B","unknown:0x70085B","1"
"49896","21:10:07.200","0x10007","WAIT","1"
"49900","21:10:07.204","0x70085B","unknown:0x70085B","1"
"50888","21:10:08.192","0x10007","WAIT","1"
"50892.1","21:10:08.196","0x70085B","unknown:0x70085B","1"
"51936","21:10:09.240","0x10007","WAIT","1"
"51940","21:10:09.244","0x70085B","unknown:0x70085B","1"
"52940","21:10:10.244","0x10007","WAIT","1"
"52944.1","21:10:10.248","0x70085B","unknown:0x70085B","1"
"52968.2","21:10:10.272","0x10007","WAIT","1"
"52972.1","21:10:10.276","0x70085B","unknown:0x70085B","1"
"53968","21:10:11.272","0x10007","WAIT","1"
"53972","21:10:11.276","0x70085B","unknown:0x70085B","1"
"53992","21:10:11.296","0x10007","WAIT","1"
"53996","21:10:11.300","0x70085B","unknown:0x70085B","1"
"55020","21:10:12.324","0x10007","WAIT","1"
"55024","21:10:12.328","0x70085B","unknown:0x70085B","1"
"56008","21:10:13.312","0x10007","WAIT","1"
"56012.1","21:10:13.316","0x70085B","unknown:0x70085B","1"
"56024.1","21:10:13.328","0x10007","WAIT","1"
"56028","21:10:13.332","0x70085B","unknown:0x70085B","1"
"57020.2","21:10:14.324","0x10007","WAIT","1"
"57028.3","21:10:14.332","0x70085B","unknown:0x70085B","1"
"57048.1","21:10:14.352","0x10007","WAIT","1"
"57060.1","21:10:14.364","0x70085B","unknown:0x70085B","1"
"58072.2","21:10:15.376","0x10007","WAIT","1"
"58076","21:10:15.380","0x70085B","unknown:0x70085B","1"
"59072.2","21:10:16.376","0x10007","WAIT","1"
"59076","21:10:16.380","0x70085B","unknown:0x70085B","1"
"59092.2","21:10:16.396","0x10007","WAIT","1"
"59096.1","21:10:16.400","0x70085B","unknown:0x70085B","1"
"60092.2","21:10:17.396","0x10007","WAIT","1"
"60096.1","21:10:17.400","0x70085B","unknown:0x70085B","1"
"60128.1","21:10:17.432","0x10007","WAIT","1"
"60132","21:10:17.436","0x70085B","unknown:0x70085B","1"
"61140.1","21:10:18.444","0x10007","WAIT","1"
"61148","21:10:18.452","0x70085B","unknown:0x70085B","1"
"61168","21:10:18.472","0x10007","WAIT","1"
"61172","21:10:18.476","0x70085B","unknown:0x70085B","1"
"62192.1","21:10:19.496","0x10007","WAIT","1"
"62200.1","21:10:19.504","0x70085B","unknown:0x70085B","1"
"62712","21:10:20.016","0x10007","WAIT","1"
"62716","21:10:20.020","0x70085B","unknown:0x70085B","1"
"64728.2","21:10:22.032","0x10007","WAIT","1"
"64732.1","21:10:22.036","0x70085B","unknown:0x70085B","1"
"67736.1","21:10:25.040","0x10007","WAIT","1"
"67740.1","21:10:25.044","0x70085B","unknown:0x70085B","1"
"68748","21:10:26.052","0x10007","WAIT","1"
"68752","21:10:26.056","0x70085B","unknown:0x70085B","1"
"69784","21:10:27.088","0x10007","WAIT","1"
"69788.1","21:10:27.092","0x70085B","unknown:0x70085B","1"
"70784.1","21:10:28.088","0x10007","WAIT","1"
"70788.2","21:10:28.092","0x70085B","unknown:0x70085B","1"
"71796.1","21:10:29.100","0x10007","WAIT","1"
"71800.1","21:10:29.104","0x70085B","unknown:0x70085B","1"
"71824.1","21:10:29.128","0x10007","WAIT","1"
"71828","21:10:29.132","0x70085B","unknown:0x70085B","1"
"72820.1","21:10:30.124","0x10007","WAIT","1"
"72824.1","21:10:30.128","0x70085B","unknown:0x70085B","1"
"74832.1","21:10:32.136","0x10007","WAIT","1"
"74836","21:10:32.140","0x70085B","unknown:0x70085B","1"
"77892.1","21:10:35.196","0x10007","WAIT","1"
"77896.1","21:10:35.200","0x70085B","unknown:0x70085B","1"
"78920.1","21:10:36.224","0x10007","WAIT","1"
"78924.1","21:10:36.228","0x70085B","unknown:0x70085B","1"
"80880","21:10:38.184","0x10007","WAIT","1"
"80884","21:10:38.188","0x70085B","unknown:0x70085B","1"
"80896","21:10:38.200","0x10007","WAIT","1"
"80900.1","21:10:38.204","0x70085B","unknown:0x70085B","1"
"81888","21:10:39.192","0x10007","WAIT","1"
"81892.1","21:10:39.196","0x70085B","unknown:0x70085B","1"
"82912","21:10:40.216","0x10007","WAIT","1"
"82920","21:10:40.224","0x70085B","unknown:0x70085B","1"
"83924.1","21:10:41.228","0x10007","WAIT","1"
"83928.1","21:10:41.232","0x70085B","unknown:0x70085B","1"
"83948.1","21:10:41.252","0x10007","WAIT","1"
"83960.1","21:10:41.264","0x70085B","unknown:0x70085B","1"
"84992.2","21:10:42.296","0x10007","WAIT","1"
"85000","21:10:42.304","0x70085B","unknown:0x70085B","1"
"85024","21:10:42.328","0x10007","WAIT","1"
"85028.1","21:10:42.332","0x70085B","unknown:0x70085B","1"
"86028","21:10:43.332","0x10007","WAIT","1"
"86032.1","21:10:43.336","0x70085B","unknown:0x70085B","1"
"86056.4","21:10:43.360","0x10007","WAIT","1"
"86060.1","21:10:43.364","0x70085B","unknown:0x70085B","1"
"87060","21:10:44.364","0x10007","WAIT","1"
"87064","21:10:44.368","0x70085B","unknown:0x70085B","1"
"88052","21:10:45.356","0x10007","WAIT","1"
"88056.1","21:10:45.360","0x70085B","unknown:0x70085B","1"
"88072","21:10:45.376","0x10007","WAIT","1"
"88076.1","21:10:45.380","0x70085B","unknown:0x70085B","1"
"89068","21:10:46.372","0x10007","WAIT","1"
"89072.1","21:10:46.376","0x70085B","unknown:0x70085B","1"
"89092.1","21:10:46.396","0x10007","WAIT","1"
"89096","21:10:46.400","0x70085B","unknown:0x70085B","1"
