"ElapsedMs","WallClock","Handle","Class","Flags"
"45672.1","21:28:15.349","0x16C0869","unknown:0x16C0869","1"
"45688","21:28:15.365","0x10007","WAIT","1"
"45692.1","21:28:15.369","0x16C0869","unknown:0x16C0869","1"
"46692","21:28:16.369","0x10007","WAIT","1"
"46696","21:28:16.373","0x16C0869","unknown:0x16C0869","1"
"47708.1","21:28:17.385","0x10007","WAIT","1"
"47716.1","21:28:17.393","0x16C0869","unknown:0x16C0869","1"
"48724","21:28:18.401","0x10007","WAIT","1"
"48728.1","21:28:18.405","0x16C0869","unknown:0x16C0869","1"
"48744.1","21:28:18.421","0x10007","WAIT","1"
"48748.2","21:28:18.425","0x16C0869","unknown:0x16C0869","1"
"49764.2","21:28:19.441","0x10007","WAIT","1"
"49768","21:28:19.445","0x16C0869","unknown:0x16C0869","1"
"49792","21:28:19.469","0x10007","WAIT","1"
"49796.1","21:28:19.473","0x16C0869","unknown:0x16C0869","1"
"50804.1","21:28:20.481","0x10007","WAIT","1"
"50808","21:28:20.485","0x16C0869","unknown:0x16C0869","1"
"51356.2","21:28:21.033","0x10007","WAIT","1"
"51360.1","21:28:21.037","0x16C0869","unknown:0x16C0869","1"
"52824.1","21:28:22.501","0x10007","WAIT","1"
"52828.1","21:28:22.505","0x16C0869","unknown:0x16C0869","1"
"54344","21:28:24.021","0x10007","WAIT","1"
"54348","21:28:24.025","0x16C0869","unknown:0x16C0869","1"
"54360","21:28:24.037","0x10007","WAIT","1"
"54364","21:28:24.041","0x16C0869","unknown:0x16C0869","1"
"55336","21:28:25.013","0x10007","WAIT","1"
"55340","21:28:25.017","0x16C0869","unknown:0x16C0869","1"
"56340.1","21:28:26.017","0x10007","WAIT","1"
"56344","21:28:26.021","0x16C0869","unknown:0x16C0869","1"
"60352","21:28:30.029","0x10007","WAIT","1"
"60356","21:28:30.033","0x16C0869","unknown:0x16C0869","1"
"62344.1","21:28:32.021","0x10007","WAIT","1"
"62348.1","21:28:32.025","0x16C0869","unknown:0x16C0869","1"
"62364.1","21:28:32.041","0x10007","WAIT","1"
"62368","21:28:32.045","0x16C0869","unknown:0x16C0869","1"
"63364.1","21:28:33.041","0x10007","WAIT","1"
"63368.1","21:28:33.045","0x16C0869","unknown:0x16C0869","1"
"63372","21:28:33.049","0x10007","WAIT","1"
"63376.1","21:28:33.053","0x16C0869","unknown:0x16C0869","1"
"64364","21:28:34.041","0x10007","WAIT","1"
"64368.1","21:28:34.045","0x16C0869","unknown:0x16C0869","1"
"65380","21:28:35.057","0x10007","WAIT","1"
"65384","21:28:35.061","0x16C0869","unknown:0x16C0869","1"
"66404.2","21:28:36.081","0x10007","WAIT","1"
"66408","21:28:36.085","0x16C0869","unknown:0x16C0869","1"
"67380.1","21:28:37.057","0x10007","WAIT","1"
"67384","21:28:37.061","0x16C0869","unknown:0x16C0869","1"
"67404.1","21:28:37.081","0x10007","WAIT","1"
"67408","21:28:37.085","0x16C0869","unknown:0x16C0869","1"
"68396","21:28:38.073","0x10007","WAIT","1"
"68400.1","21:28:38.077","0x16C0869","unknown:0x16C0869","1"
"68412","21:28:38.089","0x10007","WAIT","1"
"68416.1","21:28:38.093","0x16C0869","unknown:0x16C0869","1"
"69400","21:28:39.077","0x10007","WAIT","1"
"69404.1","21:28:39.081","0x16C0869","unknown:0x16C0869","1"
"69428.1","21:28:39.105","0x10007","WAIT","1"
"69432.1","21:28:39.109","0x16C0869","unknown:0x16C0869","1"
"72416","21:28:42.093","0x10007","WAIT","1"
"72420","21:28:42.097","0x16C0869","unknown:0x16C0869","1"
"73448","21:28:43.125","0x10007","WAIT","1"
"73452.1","21:28:43.129","0x16C0869","unknown:0x16C0869","1"
"74440","21:28:44.117","0x10007","WAIT","1"
"74444","21:28:44.121","0x16C0869","unknown:0x16C0869","1"
"74456","21:28:44.133","0x10007","WAIT","1"
"74460","21:28:44.137","0x16C0869","unknown:0x16C0869","1"
"75472","21:28:45.149","0x10007","WAIT","1"
"75476.1","21:28:45.153","0x16C0869","unknown:0x16C0869","1"
"76492","21:28:46.169","0x10007","WAIT","1"
"76496","21:28:46.173","0x16C0869","unknown:0x16C0869","1"
"76512.2","21:28:46.189","0x10007","WAIT","1"
"76516.1","21:28:46.193","0x16C0869","unknown:0x16C0869","1"
"78584.1","21:28:48.261","0x10007","WAIT","1"
"78588.3","21:28:48.265","0x16C0869","unknown:0x16C0869","1"
"79568","21:28:49.245","0x10007","WAIT","1"
"79572","21:28:49.249","0x16C0869","unknown:0x16C0869","1"
"80568.2","21:28:50.245","0x10007","WAIT","1"
"80572","21:28:50.249","0x16C0869","unknown:0x16C0869","1"
"80592.1","21:28:50.269","0x10007","WAIT","1"
"80596.1","21:28:50.273","0x16C0869","unknown:0x16C0869","1"
"81592","21:28:51.269","0x10007","WAIT","1"
"81596.1","21:28:51.273","0x16C0869","unknown:0x16C0869","1"
"81616","21:28:51.293","0x10007","WAIT","1"
"81620","21:28:51.297","0x16C0869","unknown:0x16C0869","1"
"83620","21:28:53.297","0x10007","WAIT","1"
"83624","21:28:53.301","0x16C0869","unknown:0x16C0869","1"
"85608.1","21:28:55.285","0x10007","WAIT","1"
"85612","21:28:55.289","0x16C0869","unknown:0x16C0869","1"
"86628","21:28:56.305","0x10007","WAIT","1"
"86632.1","21:28:56.309","0x16C0869","unknown:0x16C0869","1"
"87636.1","21:28:57.313","0x10007","WAIT","1"
"87640.1","21:28:57.317","0x16C0869","unknown:0x16C0869","1"
"88628.1","21:28:58.305","0x10007","WAIT","1"
"88636.1","21:28:58.313","0x16C0869","unknown:0x16C0869","1"
"89644.1","21:28:59.321","0x10007","WAIT","1"
"89648.1","21:28:59.325","0x16C0869","unknown:0x16C0869","1"
"89660.1","21:28:59.337","0x10007","WAIT","1"
"89664","21:28:59.341","0x16C0869","unknown:0x16C0869","1"
