StartTimer,ElapsedMs,FreshRecords,AggregateReadMs,FlushTools,PumpOnceMs,DispatchMs,ErrorPollMs,CleanupMs
77135.09375,7.8125,5,0,0,0,0,0,0
77136.09375,7.8125,0,0,0,0,0,0,0
77137.109375,15.625,7,7.8125,0,15.625,7.8125,0,0
77138.140625,15.625,7,7.8125,0,15.625,7.8125,0,0
77139.171875,23.4375,7,7.8125,0,15.625,7.8125,0,0
77140.203125,7.8125,7,0,0,0,0,0,0
77141.21875,7.8125,7,0,0,7.8125,7.8125,0,0
77142.2265625,15.625,7,7.8125,0,7.8125,0,0,0
77143.234375,23.4375,7,7.8125,0,15.625,7.8125,0,0
77144.234375,31.25,7,15.625,0,31.25,7.8125,0,7.8125
77145.2421875,15.625,7,7.8125,0,7.8125,0,0,0
77146.25,15.625,7,7.8125,0,15.625,7.8125,0,0
77147.2734375,23.4375,7,7.8125,0,23.4375,7.8125,0,0
77148.3046875,15.625,7,7.8125,0,15.625,7.8125,0,0
77149.3046875,15.625,7,7.8125,0,15.625,7.8125,0,0
77150.296875,15.625,7,7.8125,0,7.8125,0,0,0
77151.3203125,23.4375,7,7.8125,0,15.625,7.8125,0,0
77152.328125,7.8125,7,7.8125,0,7.8125,0,0,0
