"ElapsedMs","WallClock","Handle","Class","Flags"
"24908","21:24:47.062","0x16C0869","unknown:0x16C0869","1"
"26860.1","21:24:49.014","0x10007","WAIT","1"
"26864.1","21:24:49.018","0x16C0869","unknown:0x16C0869","1"
"27836","21:24:49.990","0x10007","WAIT","1"
"27840","21:24:49.994","0x16C0869","unknown:0x16C0869","1"
"27860.2","21:24:50.014","0x10007","WAIT","1"
"27864","21:24:50.018","0x16C0869","unknown:0x16C0869","1"
"28852","21:24:51.006","0x10007","WAIT","1"
"28856","21:24:51.010","0x16C0869","unknown:0x16C0869","1"
"29888","21:24:52.042","0x10007","WAIT","1"
"29892.1","21:24:52.046","0x16C0869","unknown:0x16C0869","1"
"29908.1","21:24:52.062","0x10007","WAIT","1"
"29912","21:24:52.066","0x16C0869","unknown:0x16C0869","1"
"30872.1","21:24:53.026","0x10007","WAIT","1"
"30880.1","21:24:53.034","0x16C0869","unknown:0x16C0869","1"
"30892.1","21:24:53.046","0x10007","WAIT","1"
"30896","21:24:53.050","0x16C0869","unknown:0x16C0869","1"
"31904","21:24:54.058","0x10007","WAIT","1"
"31908","21:24:54.062","0x16C0869","unknown:0x16C0869","1"
"32920","21:24:55.074","0x10007","WAIT","1"
"32924","21:24:55.078","0x16C0869","unknown:0x16C0869","1"
"32928","21:24:55.082","0x10007","WAIT","1"
"32932","21:24:55.086","0x16C0869","unknown:0x16C0869","1"
"33932","21:24:56.086","0x10007","WAIT","1"
"33936.2","21:24:56.090","0x16C0869","unknown:0x16C0869","1"
"34952.1","21:24:57.106","0x10007","WAIT","1"
"34956.1","21:24:57.110","0x16C0869","unknown:0x16C0869","1"
"37924.1","21:25:00.078","0x10007","WAIT","1"
"37928.1","21:25:00.082","0x16C0869","unknown:0x16C0869","1"
"37948.1","21:25:00.102","0x10007","WAIT","1"
"37952","21:25:00.106","0x16C0869","unknown:0x16C0869","1"
"38932.1","21:25:01.086","0x10007","WAIT","1"
"38936.4","21:25:01.090","0x16C0869","unknown:0x16C0869","1"
"38948","21:25:01.102","0x10007","WAIT","1"
"38952","21:25:01.106","0x16C0869","unknown:0x16C0869","1"
"39960","21:25:02.114","0x10007","WAIT","1"
"39964.1","21:25:02.118","0x16C0869","unknown:0x16C0869","1"
"40980","21:25:03.134","0x10007","WAIT","1"
"40984","21:25:03.138","0x16C0869","unknown:0x16C0869","1"
"42004","21:25:04.158","0x10007","WAIT","1"
"42008","21:25:04.162","0x16C0869","unknown:0x16C0869","1"
"42024","21:25:04.178","0x10007","WAIT","1"
"42028","21:25:04.182","0x16C0869","unknown:0x16C0869","1"
"44072","21:25:06.226","0x10007","WAIT","1"
"44076","21:25:06.230","0x16C0869","unknown:0x16C0869","1"
"45044","21:25:07.198","0x10007","WAIT","1"
"45048","21:25:07.202","0x16C0869","unknown:0x16C0869","1"
"45064","21:25:07.218","0x10007","WAIT","1"
"45068","21:25:07.222","0x16C0869","unknown:0x16C0869","1"
"46056","21:25:08.210","0x10007","WAIT","1"
"46060","21:25:08.214","0x16C0869","unknown:0x16C0869","1"
"48100","21:25:10.254","0x10007","WAIT","1"
"48104.1","21:25:10.258","0x16C0869","unknown:0x16C0869","1"
"48116","21:25:10.270","0x10007","WAIT","1"
"48124","21:25:10.278","0x16C0869","unknown:0x16C0869","1"
"49148.1","21:25:11.302","0x10007","WAIT","1"
"49156.1","21:25:11.310","0x16C0869","unknown:0x16C0869","1"
"50152","21:25:12.306","0x10007","WAIT","1"
"50156.1","21:25:12.310","0x16C0869","unknown:0x16C0869","1"
"51136.1","21:25:13.290","0x10007","WAIT","1"
"51140.1","21:25:13.294","0x16C0869","unknown:0x16C0869","1"
"51160.1","21:25:13.314","0x10007","WAIT","1"
"51164.1","21:25:13.318","0x16C0869","unknown:0x16C0869","1"
"53152.1","21:25:15.306","0x10007","WAIT","1"
"53156.1","21:25:15.310","0x16C0869","unknown:0x16C0869","1"
"53176","21:25:15.330","0x10007","WAIT","1"
"53180","21:25:15.334","0x16C0869","unknown:0x16C0869","1"
"54164","21:25:16.318","0x10007","WAIT","1"
"54168","21:25:16.322","0x16C0869","unknown:0x16C0869","1"
"54184.1","21:25:16.338","0x10007","WAIT","1"
"54188","21:25:16.342","0x16C0869","unknown:0x16C0869","1"
"55176","21:25:17.330","0x10007","WAIT","1"
"55180","21:25:17.334","0x16C0869","unknown:0x16C0869","1"
"55188","21:25:17.342","0x10007","WAIT","1"
"55192","21:25:17.346","0x16C0869","unknown:0x16C0869","1"
"56200.1","21:25:18.354","0x10007","WAIT","1"
"56204.1","21:25:18.358","0x16C0869","unknown:0x16C0869","1"
"56216","21:25:18.370","0x10007","WAIT","1"
"56220.1","21:25:18.374","0x16C0869","unknown:0x16C0869","1"
"59228","21:25:21.382","0x10007","WAIT","1"
"59232.1","21:25:21.386","0x16C0869","unknown:0x16C0869","1"
"60244","21:25:22.398","0x10007","WAIT","1"
"60248","21:25:22.402","0x16C0869","unknown:0x16C0869","1"
"60260","21:25:22.414","0x10007","WAIT","1"
"60264","21:25:22.418","0x16C0869","unknown:0x16C0869","1"
"61264.1","21:25:23.418","0x10007","WAIT","1"
"61268","21:25:23.422","0x16C0869","unknown:0x16C0869","1"
"61280.1","21:25:23.434","0x10007","WAIT","1"
"61284.2","21:25:23.438","0x16C0869","unknown:0x16C0869","1"
"62292","21:25:24.446","0x10007","WAIT","1"
"62296","21:25:24.450","0x16C0869","unknown:0x16C0869","1"
"63280.1","21:25:25.434","0x10007","WAIT","1"
"63288","21:25:25.442","0x16C0869","unknown:0x16C0869","1"
"64304","21:25:26.458","0x10007","WAIT","1"
"64308","21:25:26.462","0x16C0869","unknown:0x16C0869","1"
"64320.1","21:25:26.474","0x10007","WAIT","1"
"64324.1","21:25:26.478","0x16C0869","unknown:0x16C0869","1"
"65316.1","21:25:27.470","0x10007","WAIT","1"
"65324.1","21:25:27.478","0x16C0869","unknown:0x16C0869","1"
"65336","21:25:27.490","0x10007","WAIT","1"
"65340","21:25:27.494","0x16C0869","unknown:0x16C0869","1"
"68868","21:25:31.022","0x10007","WAIT","1"
"68872","21:25:31.026","0x16C0869","unknown:0x16C0869","1"
"69912.1","21:25:32.066","0x10007","WAIT","1"
"69916.1","21:25:32.070","0x16C0869","unknown:0x16C0869","1"
"71928","21:25:34.082","0x10007","WAIT","1"
"71932","21:25:34.086","0x16C0869","unknown:0x16C0869","1"
"72932","21:25:35.086","0x10007","WAIT","1"
"72936","21:25:35.090","0x16C0869","unknown:0x16C0869","1"
"73932","21:25:36.086","0x10007","WAIT","1"
"73936","21:25:36.090","0x16C0869","unknown:0x16C0869","1"
"75972","21:25:38.126","0x10007","WAIT","1"
"75976","21:25:38.130","0x16C0869","unknown:0x16C0869","1"
"75992.1","21:25:38.146","0x10007","WAIT","1"
"75996.1","21:25:38.150","0x16C0869","unknown:0x16C0869","1"
"78044.1","21:25:40.198","0x10007","WAIT","1"
"78048","21:25:40.202","0x16C0869","unknown:0x16C0869","1"
"79064","21:25:41.218","0x10007","WAIT","1"
"79068","21:25:41.222","0x16C0869","unknown:0x16C0869","1"
"80060","21:25:42.214","0x10007","WAIT","1"
"80064.1","21:25:42.218","0x16C0869","unknown:0x16C0869","1"
"81088","21:25:43.242","0x10007","WAIT","1"
"81092.1","21:25:43.246","0x16C0869","unknown:0x16C0869","1"
"82068.2","21:25:44.222","0x10007","WAIT","1"
"82076.1","21:25:44.230","0x16C0869","unknown:0x16C0869","1"
"82100","21:25:44.254","0x10007","WAIT","1"
"82104","21:25:44.258","0x16C0869","unknown:0x16C0869","1"
"84084.1","21:25:46.238","0x10007","WAIT","1"
"84088.1","21:25:46.242","0x16C0869","unknown:0x16C0869","1"
"84100.1","21:25:46.254","0x10007","WAIT","1"
"84104.1","21:25:46.258","0x16C0869","unknown:0x16C0869","1"
"85112","21:25:47.266","0x10007","WAIT","1"
"85116.1","21:25:47.270","0x16C0869","unknown:0x16C0869","1"
"86140","21:25:48.294","0x10007","WAIT","1"
"86144","21:25:48.298","0x16C0869","unknown:0x16C0869","1"
"87140.1","21:25:49.294","0x10007","WAIT","1"
"87144.1","21:25:49.298","0x16C0869","unknown:0x16C0869","1"
"88136","21:25:50.290","0x10007","WAIT","1"
"88140","21:25:50.294","0x16C0869","unknown:0x16C0869","1"
"89160","21:25:51.314","0x10007","WAIT","1"
"89164.1","21:25:51.318","0x16C0869","unknown:0x16C0869","1"
"89180","21:25:51.334","0x10007","WAIT","1"
"89184","21:25:51.338","0x16C0869","unknown:0x16C0869","1"
